CUMULATIVE LATENT POWER,Power_latent,Power_web_sensible,Power_ink_sensible,Power_total
W,W,W,W,W
SOLVENT 1
0, 0, -300.299244889755, -90.4950731546784, -390.794318044433
140.758819918842, 140.758819918842, -260.059146074527, -77.3208228773313, -196.621149033016
281.517639837685, 281.517639837685, -231.230418565111, -67.8177165705399, -17.5304952979664
442.384862602075, 442.384862602075, -209.608872933049, -60.5110389160949, 172.264950752932
596.214144370523, 596.214144370523, -194.593910688561, -55.3195085703529, 346.300725111609
759.092207419469, 759.092207419469, -183.18253938275, -51.2213350310981, 524.68833300562
924.986530895246, 924.986530895246, -175.374759015617, -48.205264756282, 701.406507123347
1092.89169465558, 1092.89169465558, -169.368774117822, -45.7403068839958, 877.782613653763
1262.80769870047, 1262.80769870047, -165.164584689365, -43.8015169270261, 1053.84159708408
1432.72370274535, 1432.72370274535, -162.161592240467, -42.2163405739633, 1228.34576993092
1604.6505470748, 1604.6505470748, -159.759198281349, -40.8046174327503, 1404.0867313607
1775.57197126196, 1775.57197126196, -157.957402812011, -39.5715334674648, 1578.04303498249
1947.4988155914, 1947.4988155914, -156.756205832452, -38.4990933827574, 1752.2435163762
2119.42565992085, 2119.42565992085, -155.555008852893, -37.4384772961471, 1926.43217377181
2292.35792439257, 2292.35792439257, -154.353811873334, -36.3852425650739, 2101.61886995416
2464.28476872201, 2464.28476872201, -153.753213383554, -35.4869298675464, 2275.04462547091
2636.21161305145, 2636.21161305145, -153.152614893775, -34.5945291690675, 2448.46446898861
2809.14387752317, 2809.14387752317, -152.552016403995, -33.7036496867181, 2622.88821143246
2981.07072185261, 2981.07072185261, -151.951417914216, -32.8230902728831, 2796.29621366551
3152.99756618206, 3152.99756618206, -151.350819424436, -31.9484428580966, 2969.69830389952
3324.9244105115, 3324.9244105115, -150.750220934657, -31.0797074423586, 3143.09448213448
3496.85125484094, 3496.85125484094, -150.149622444877, -30.2168840256691, 3316.48474837039
3668.77809917038, 3668.77809917038, -149.549023955098, -29.3599726080281, 3489.86910260726
3839.69952335755, 3839.69952335755, -148.948425465318, -28.5132602530732, 3662.23783763916
4011.62636768699, 4011.62636768699, -148.347826975539, -27.6681555469822, 3835.61038516447
4182.54779187416, 4182.54779187416, -147.747228485759, -26.8332153304835, 4007.96734805791
4353.46921606132, 4353.46921606132, -146.5460315062, -25.8980131418172, 4181.0251714133
4524.39064024849, 4524.39064024849, -145.945433016421, -25.0777664902051, 4353.36744074186
4695.31206443565, 4695.31206443565, -145.344834526641, -24.2633972645476, 4525.70383264446
4865.22806848054, 4865.22806848054, -144.143637547082, -23.3617309769166, 4697.72269995654
5036.1494926677, 5036.1494926677, -142.942440567523, -22.467636196839, 4870.73941590334
5206.06549671259, 5206.06549671259, -142.341842077744, -21.6808563000746, 5042.04279833477
5374.9760806152, 5374.9760806152, -141.140645098185, -20.8154226147993, 5213.02001290222
5543.88666451781, 5543.88666451781, -139.939448118626, -19.961605489058, 5383.98561091013
5712.79724842042, 5712.79724842042, -138.137652649287, -19.0366369361716, 5555.62295883496
5881.70783232303, 5881.70783232303, -136.936455669728, -18.2089570693815, 5726.56241958392
6049.61299608336, 6049.61299608336, -135.13466020039, -17.3198235282715, 5897.1585123547
6217.5181598437, 6217.5181598437, -133.332864731051, -16.4480111071807, 6067.73728400547
6384.41790346175, 6384.41790346175, -131.531069261713, -15.597305559886, 6237.28952864015
6550.31222693753, 6550.31222693753, -129.128675302594, -14.6991830143748, 6406.48436862056
6716.20655041331, 6716.20655041331, -126.726281343476, -13.8238787108051, 6575.65639035903
6881.09545374681, 6881.09545374681, -124.323887384358, -12.9749709643906, 6743.79659539806
7044.97893693803, 7044.97893693803, -121.320894935461, -12.0923890245653, 6911.565652978
7208.86242012925, 7208.86242012925, -118.317902486563, -11.2379841562285, 7079.30653348646
7370.73506303592, 7370.73506303592, -114.714311547886, -10.3641319226006, 7245.65661956543
7531.60228580031, 7531.60228580031, -111.110720609209, -9.52687530881387, 7410.96468988229
7691.46408842242, 7691.46408842242, -106.906531180753, -8.67715509469387, 7575.88040214698
7850.32047090226, 7850.32047090226, -101.501144772737, -7.7768371577231, 7741.0424889718
8007.16601309754, 8007.16601309754, -96.0957583647216, -6.93121385522443, 7904.1390408776
8162.00071500827, 8162.00071500827, -90.0897734669264, -6.09869375529523, 8065.81224778605
8314.82457663444, 8314.82457663444, -83.4831900793518, -5.28622604979955, 8226.05516050528
8465.63759797606, 8465.63759797606, -75.6754097122183, -4.46511507084116, 8385.497073193
8613.43435889084, 8613.43435889084, -66.6664323655255, -3.65148916670147, 8543.11643735861
8758.21485937879, 8758.21485937879, -57.0568565290533, -2.88866842397565, 8698.26933442576
