 DISTANCE,     TIME,         TEMP,         PERCENT,      RATE,         SOLVENT REMAINING,
 cm,           sec,          deg C,        REMAINING,    gm/sqm/min,   gm/sqm,
          ,             ,             ,             ,             ,    SOLVENT 1,
 0.0000E+000,    0.0000E+000,    0.2000E+002,    0.7870E+002,    0.0000E+000,    0.1047E+002,
 0.2286E+001,    0.2250E-001,    0.2546E+002,    0.7863E+002,    0.1079E+003,    0.1043E+002,
 0.4572E+001,    0.4500E-001,    0.3038E+002,    0.7853E+002,    0.1783E+003,    0.1036E+002,
 0.6858E+001,    0.6750E-001,    0.3474E+002,    0.7837E+002,    0.2588E+003,    0.1026E+002,
 0.9144E+001,    0.9000E-001,    0.3855E+002,    0.7815E+002,    0.3463E+003,    0.1013E+002,
 0.1143E+002,    0.1125E+000,    0.4181E+002,    0.7787E+002,    0.4366E+003,    0.9969E+001,
 0.1372E+002,    0.1350E+000,    0.4456E+002,    0.7753E+002,    0.5255E+003,    0.9772E+001,
 0.1600E+002,    0.1575E+000,    0.4683E+002,    0.7711E+002,    0.6094E+003,    0.9544E+001,
 0.1829E+002,    0.1800E+000,    0.4869E+002,    0.7663E+002,    0.6855E+003,    0.9287E+001,
 0.2057E+002,    0.2025E+000,    0.5019E+002,    0.7607E+002,    0.7522E+003,    0.9004E+001,
 0.2286E+002,    0.2250E+000,    0.5139E+002,    0.7544E+002,    0.8089E+003,    0.8701E+001,
 0.2514E+002,    0.2475E+000,    0.5233E+002,    0.7474E+002,    0.8559E+003,    0.8380E+001,
 0.2743E+002,    0.2700E+000,    0.5307E+002,    0.7396E+002,    0.8939E+003,    0.8045E+001,
 0.2972E+002,    0.2925E+000,    0.5365E+002,    0.7310E+002,    0.9241E+003,    0.7698E+001,
 0.3200E+002,    0.3150E+000,    0.5410E+002,    0.7216E+002,    0.9477E+003,    0.7343E+001,
 0.3429E+002,    0.3375E+000,    0.5445E+002,    0.7113E+002,    0.9657E+003,    0.6981E+001,
 0.3657E+002,    0.3600E+000,    0.5472E+002,    0.7001E+002,    0.9793E+003,    0.6614E+001,
 0.3886E+002,    0.3825E+000,    0.5495E+002,    0.6879E+002,    0.9892E+003,    0.6243E+001,
 0.4115E+002,    0.4050E+000,    0.5513E+002,    0.6745E+002,    0.9962E+003,    0.5869E+001,
 0.4343E+002,    0.4275E+000,    0.5528E+002,    0.6598E+002,    0.1001E+004,    0.5494E+001,
 0.4572E+002,    0.4500E+000,    0.5541E+002,    0.6437E+002,    0.1004E+004,    0.5118E+001,
 0.4800E+002,    0.4725E+000,    0.5553E+002,    0.6260E+002,    0.1004E+004,    0.4741E+001,
 0.5029E+002,    0.4950E+000,    0.5565E+002,    0.6064E+002,    0.1004E+004,    0.4364E+001,
 0.5258E+002,    0.5175E+000,    0.5577E+002,    0.5847E+002,    0.1002E+004,    0.3989E+001,
 0.5486E+002,    0.5400E+000,    0.5591E+002,    0.5606E+002,    0.9979E+003,    0.3615E+001,
 0.5715E+002,    0.5625E+000,    0.5607E+002,    0.5337E+002,    0.9922E+003,    0.3243E+001,
 0.5943E+002,    0.5850E+000,    0.5626E+002,    0.5036E+002,    0.9841E+003,    0.2874E+001,
 0.6172E+002,    0.6075E+000,    0.5649E+002,    0.4697E+002,    0.9728E+003,    0.2509E+001,
 0.6400E+002,    0.6300E+000,    0.5679E+002,    0.4315E+002,    0.9570E+003,    0.2150E+001,
 0.6629E+002,    0.6525E+000,    0.5719E+002,    0.3885E+002,    0.9348E+003,    0.1799E+001,
 0.6858E+002,    0.6750E+000,    0.5772E+002,    0.3402E+002,    0.9033E+003,    0.1461E+001,
 0.7086E+002,    0.6975E+000,    0.5845E+002,    0.2868E+002,    0.8578E+003,    0.1139E+001,
 0.7315E+002,    0.7200E+000,    0.5947E+002,    0.2291E+002,    0.7921E+003,    0.8421E+000,
 0.7543E+002,    0.7425E+000,    0.6092E+002,    0.1700E+002,    0.6986E+003,    0.5801E+000,
 0.7772E+002,    0.7650E+000,    0.6293E+002,    0.1143E+002,    0.5724E+003,    0.3654E+000,
 0.8001E+002,    0.7875E+000,    0.6561E+002,    0.6845E+001,    0.4194E+003,    0.2082E+000,
 0.8229E+002,    0.8100E+000,    0.6894E+002,    0.3712E+001,    0.2639E+003,    0.1092E+000,
 0.8458E+002,    0.8325E+000,    0.7271E+002,    0.1971E+001,    0.1393E+003,    0.5695E-001,
 0.8686E+002,    0.8550E+000,    0.7666E+002,    0.1164E+001,    0.6292E+002,    0.3336E-001,
 0.8915E+002,    0.8775E+000,    0.8056E+002,    0.8165E+000,    0.2676E+002,    0.2332E-001,
 0.9144E+002,    0.9000E+000,    0.8430E+002,    0.6490E+000,    0.1284E+002,    0.1851E-001,
 0.9372E+002,    0.9225E+000,    0.8785E+002,    0.5467E+000,    0.7823E+001,    0.1557E-001,
 0.9601E+002,    0.9450E+000,    0.9121E+002,    0.4725E+000,    0.5658E+001,    0.1345E-001,
 0.9829E+002,    0.9675E+000,    0.9437E+002,    0.4148E+000,    0.4401E+001,    0.1180E-001,
 0.1006E+003,    0.9900E+000,    0.9736E+002,    0.3685E+000,    0.3527E+001,    0.1048E-001,
 0.1029E+003,    0.1012E+001,    0.1002E+003,    0.3307E+000,    0.2877E+001,    0.9399E-002,
 0.1052E+003,    0.1035E+001,    0.1028E+003,    0.2994E+000,    0.2379E+001,    0.8507E-002,
 0.1074E+003,    0.1057E+001,    0.1053E+003,    0.2732E+000,    0.1990E+001,    0.7760E-002,
 0.1097E+003,    0.1080E+001,    0.1077E+003,    0.2510E+000,    0.1682E+001,    0.7130E-002,
 0.1120E+003,    0.1102E+001,    0.1099E+003,    0.2322E+000,    0.1433E+001,    0.6592E-002,
 0.1143E+003,    0.1125E+001,    0.1120E+003,    0.2159E+000,    0.1231E+001,    0.6130E-002,
 0.1166E+003,    0.1147E+001,    0.1139E+003,    0.2019E+000,    0.1065E+001,    0.5731E-002,
 0.1189E+003,    0.1170E+001,    0.1158E+003,    0.1897E+000,    0.9271E+000,    0.5383E-002,
 0.1212E+003,    0.1192E+001,    0.1175E+003,    0.1790E+000,    0.8115E+000,    0.5079E-002,
 0.1234E+003,    0.1215E+001,    0.1192E+003,    0.1696E+000,    0.7141E+000,    0.4811E-002,
 0.1257E+003,    0.1237E+001,    0.1207E+003,    0.1612E+000,    0.6314E+000,    0.4575E-002,
 0.1280E+003,    0.1260E+001,    0.1222E+003,    0.1538E+000,    0.5606E+000,    0.4364E-002,
 0.1303E+003,    0.1282E+001,    0.1236E+003,    0.1472E+000,    0.4998E+000,    0.4177E-002,
 0.1326E+003,    0.1305E+001,    0.1249E+003,    0.1413E+000,    0.4472E+000,    0.4009E-002,
 0.1349E+003,    0.1327E+001,    0.1261E+003,    0.1360E+000,    0.4016E+000,    0.3859E-002,
 0.1372E+003,    0.1350E+001,    0.1272E+003,    0.1312E+000,    0.3617E+000,    0.3723E-002,
 0.1394E+003,    0.1372E+001,    0.1283E+003,    0.1269E+000,    0.3267E+000,    0.3601E-002,
 0.1417E+003,    0.1395E+001,    0.1293E+003,    0.1230E+000,    0.2959E+000,    0.3490E-002,
 0.1440E+003,    0.1417E+001,    0.1303E+003,    0.1195E+000,    0.2687E+000,    0.3389E-002,
 0.1463E+003,    0.1440E+001,    0.1312E+003,    0.1163E+000,    0.2445E+000,    0.3297E-002,
 0.1486E+003,    0.1462E+001,    0.1320E+003,    0.1133E+000,    0.2230E+000,    0.3214E-002,
 0.1509E+003,    0.1485E+001,    0.1328E+003,    0.1106E+000,    0.2038E+000,    0.3137E-002,
 0.1532E+003,    0.1507E+001,    0.1336E+003,    0.1082E+000,    0.1866E+000,    0.3067E-002,
 0.1554E+003,    0.1530E+001,    0.1343E+003,    0.1059E+000,    0.1712E+000,    0.3003E-002,
 0.1577E+003,    0.1552E+001,    0.1350E+003,    0.1038E+000,    0.1573E+000,    0.2944E-002,
 0.1600E+003,    0.1575E+001,    0.1356E+003,    0.1019E+000,    0.1447E+000,    0.2890E-002,
 0.1623E+003,    0.1597E+001,    0.1362E+003,    0.1001E+000,    0.1333E+000,    0.2840E-002,
 0.1646E+003,    0.1620E+001,    0.1367E+003,    0.9851E-001,    0.1230E+000,    0.2794E-002,
 0.1669E+003,    0.1642E+001,    0.1373E+003,    0.9701E-001,    0.1137E+000,    0.2751E-002,
 0.1692E+003,    0.1665E+001,    0.1377E+003,    0.9562E-001,    0.1051E+000,    0.2712E-002,
 0.1714E+003,    0.1687E+001,    0.1382E+003,    0.9434E-001,    0.9732E-001,    0.2675E-002,
 0.1737E+003,    0.1710E+001,    0.1386E+003,    0.9315E-001,    0.9019E-001,    0.2641E-002,
 0.1760E+003,    0.1732E+001,    0.1391E+003,    0.9204E-001,    0.8362E-001,    0.2610E-002,
 0.1783E+003,    0.1755E+001,    0.1394E+003,    0.9102E-001,    0.7744E-001,    0.2581E-002,
 0.1806E+003,    0.1777E+001,    0.1398E+003,    0.9008E-001,    0.7103E-001,    0.2554E-002,
 0.1829E+003,    0.1800E+001,    0.1402E+003,    0.8928E-001,    0.6079E-001,    0.2531E-002,
 0.1852E+003,    0.1822E+001,    0.1405E+003,    0.8900E-001,    0.2093E-001,    0.2524E-002,
 0.1874E+003,    0.1845E+001,    0.1408E+003,    0.1441E+000,   -0.4169E+001,    0.4087E-002,
 0.1897E+003,    0.1867E+001,    0.1411E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.1920E+003,    0.1890E+001,    0.1413E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.1943E+003,    0.1912E+001,    0.1416E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.1966E+003,    0.1935E+001,    0.1418E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.1989E+003,    0.1957E+001,    0.1421E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2012E+003,    0.1980E+001,    0.1423E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2034E+003,    0.2002E+001,    0.1425E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2057E+003,    0.2025E+001,    0.1427E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2080E+003,    0.2047E+001,    0.1428E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2103E+003,    0.2070E+001,    0.1430E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2126E+003,    0.2092E+001,    0.1432E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2149E+003,    0.2115E+001,    0.1433E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2172E+003,    0.2137E+001,    0.1435E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2194E+003,    0.2160E+001,    0.1436E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2217E+003,    0.2182E+001,    0.1437E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2240E+003,    0.2205E+001,    0.1438E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2263E+003,    0.2227E+001,    0.1439E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
 0.2286E+003,    0.2250E+001,    0.1440E+003,    0.1441E+000,    0.0000E+000,    0.4087E-002,
