CUMULATIVE LATENT POWER,Power_latent,Power_web_sensible,Power_ink_sensible,Power_total
W,W,W,W,W
SOLVENT 1
0, 0, -300.299244889755, -90.4950731546784, -390.794318044433
110.59621565052, 110.59621565052, -245.04418383004, -73.0681594682038, -207.516127647724
221.192431301038, 221.192431301038, -202.401691055695, -59.7120547172011, -40.9213144718581
351.897049797106, 351.897049797106, -168.768175628042, -49.1580992228122, 133.970774946252
481.596248150895, 481.596248150895, -142.942440567523, -41.1049538990329, 297.548853684339
620.344227785182, 620.344227785182, -123.122690404799, -34.9164911055539, 462.305046274829
763.113887988578, 763.113887988578, -107.507129670532, -30.0486686375376, 625.558089680508
908.899808618807, 908.899808618807, -96.0957583647216, -26.4580972622015, 786.345952991884
1056.69656953359, 1056.69656953359, -87.0867810180288, -23.6091878961543, 946.000600619408
1207.50959087521, 1207.50959087521, -80.4801976304542, -21.470686462555, 1105.5587067822
1359.3280323591, 1359.3280323591, -75.0748112224387, -19.7023418582702, 1264.55087927839
1512.15189398527, 1512.15189398527, -70.8706217939821, -18.2889592085524, 1422.99231298274
1665.98117575372, 1665.98117575372, -67.8676293450845, -17.215136200091, 1580.89841020854
1820.81587766445, 1820.81587766445, -65.4652353859665, -16.315578871185, 1739.03506340729
1975.65057957517, 1975.65057957517, -63.6634399166279, -15.5843406496919, 1896.40279900885
2130.4852814859, 2130.4852814859, -61.8616444472895, -14.869075197558, 2053.75456184105
2286.3254035389, 2286.3254035389, -60.6604474677305, -14.3097343986915, 2211.35522167248
2441.16010544963, 2441.16010544963, -59.4592504881713, -13.7628226270644, 2367.93803233439
2597.00022750263, 2597.00022750263, -58.8586519983919, -13.3612215688926, 2524.78035393535
2752.84034955563, 2752.84034955563, -57.6574550188329, -12.8313197594402, 2682.35157477736
2908.68047160864, 2908.68047160864, -57.0568565290533, -12.4431157751356, 2839.18049930445
3064.52059366164, 3064.52059366164, -56.4562580392739, -12.0602706203779, 2996.00406500199
3220.36071571464, 3220.36071571464, -55.8556595494943, -11.682784295167, 3152.82227186998
3375.19541762537, 3375.19541762537, -55.255061059715, -11.3122471618203, 3308.62810940383
3531.03553967837, 3531.03553967837, -54.6544625699354, -10.9454612091562, 3465.43561589928
3686.87566173138, 3686.87566173138, -54.0538640801557, -10.5840340860391, 3622.23776356518
3841.7103636421, 3841.7103636421, -53.4532655903764, -10.2295042951453, 3778.02759375658
3997.55048569511, 3997.55048569511, -52.8526671005968, -9.87877754457504, 3934.81904104994
4152.38518760583, 4152.38518760583, -52.2520686108174, -9.5349135531342, 4090.59820544188
4307.21988951656, 4307.21988951656, -51.6514701210378, -9.19637381814637, 4246.37204557737
4462.05459142728, 4462.05459142728, -50.4502731414788, -8.75888588855734, 4402.84543239725
4616.88929333801, 4616.88929333801, -49.8496746516992, -8.4336567947021, 4558.60596189161
4770.71857510646, 4770.71857510646, -49.2490761619198, -8.11516945414781, 4713.35432949039
4925.55327701718, 4925.55327701718, -48.0478791823608, -7.7042682337301, 4869.80112960109
5079.38255878563, 5079.38255878563, -47.4472806925812, -7.39902238812067, 5024.53625570493
5233.21184055408, 5233.21184055408, -46.2460837130222, -7.008052556308, 5179.95770428475
5387.04112232253, 5387.04112232253, -45.0448867334632, -6.6276620912137, 5335.36857349785
5539.8649839487, 5539.8649839487, -43.8436897539042, -6.25911291076332, 5489.76218128403
5692.68884557487, 5692.68884557487, -42.6424927743452, -5.90107395084361, 5644.14527884968
5845.51270720104, 5845.51270720104, -41.4412957947862, -5.55354521145456, 5798.5178661948
5998.33656882722, 5998.33656882722, -40.2400988152272, -5.21652669259619, 5952.87994331939
6150.15501031111, 6150.15501031111, -38.4383033458886, -4.81589368105218, 6106.90081328417
6301.973451795, 6301.973451795, -36.63650787655, -4.43092228102263, 6260.90602163743
6452.78647313662, 6452.78647313662, -34.8347124072114, -4.06261511222919, 6413.88914561718
6603.59949447823, 6603.59949447823, -33.0329169378731, -3.70986583566868, 6566.85671170469
6754.41251581985, 6754.41251581985, -30.6305229787551, -3.3078153272768, 6720.47417751382
6903.21469687691, 6903.21469687691, -28.2281290196369, -2.92813361060642, 6872.05843424667
7053.02229807625, 7053.02229807625, -25.8257350605189, -2.56817584397799, 7024.62838717175
7200.81905899103, 7200.81905899103, -22.8227426116213, -2.1729880947155, 7175.8233282847
7348.61581990582, 7348.61581990582, -19.8197501627237, -1.80321156943341, 7326.99285817366
7495.40716067832, 7495.40716067832, -16.2161592240467, -1.40721135246544, 7477.78379010181
7641.19308130855, 7641.19308130855, -12.6125682853697, -1.04186018319627, 7627.53865283999
7785.9735817965, 7785.9735817965, -8.40837885691316, -0.659723776862495, 7776.90547916273
7928.7432419999, 7928.7432419999, -3.60359093867698, -0.268010623532016, 7924.87164043769
