 DISTANCE,     TIME,         TEMP,         PERCENT,      RATE,         SOLVENT REMAINING,
 cm,           sec,          deg C,        REMAINING,    gm/sqm/min,   gm/sqm,
          ,             ,             ,             ,             ,    SOLVENT 1,
 0.0000E+000,    0.0000E+000,    0.2000E+002,    0.7870E+002,    0.0000E+000,    0.1047E+002,
 0.2286E+001,    0.2250E-001,    0.2789E+002,    0.7849E+002,    0.3416E+003,    0.1034E+002,
 0.4572E+001,    0.4500E-001,    0.3398E+002,    0.7810E+002,    0.6307E+003,    0.1010E+002,
 0.6858E+001,    0.6750E-001,    0.3840E+002,    0.7750E+002,    0.9223E+003,    0.9757E+001,
 0.9144E+001,    0.9000E-001,    0.4145E+002,    0.7668E+002,    0.1176E+004,    0.9316E+001,
 0.1143E+002,    0.1125E+000,    0.4345E+002,    0.7565E+002,    0.1372E+004,    0.8801E+001,
 0.1372E+002,    0.1350E+000,    0.4473E+002,    0.7440E+002,    0.1510E+004,    0.8235E+001,
 0.1600E+002,    0.1575E+000,    0.4554E+002,    0.7294E+002,    0.1600E+004,    0.7635E+001,
 0.1829E+002,    0.1800E+000,    0.4604E+002,    0.7123E+002,    0.1656E+004,    0.7014E+001,
 0.2057E+002,    0.2025E+000,    0.4637E+002,    0.6925E+002,    0.1688E+004,    0.6381E+001,
 0.2286E+002,    0.2250E+000,    0.4660E+002,    0.6696E+002,    0.1706E+004,    0.5741E+001,
 0.2514E+002,    0.2475E+000,    0.4677E+002,    0.6428E+002,    0.1712E+004,    0.5099E+001,
 0.2743E+002,    0.2700E+000,    0.4694E+002,    0.6114E+002,    0.1712E+004,    0.4457E+001,
 0.2972E+002,    0.2925E+000,    0.4713E+002,    0.5740E+002,    0.1704E+004,    0.3818E+001,
 0.3200E+002,    0.3150E+000,    0.4737E+002,    0.5292E+002,    0.1689E+004,    0.3184E+001,
 0.3429E+002,    0.3375E+000,    0.4772E+002,    0.4748E+002,    0.1663E+004,    0.2561E+001,
 0.3657E+002,    0.3600E+000,    0.4825E+002,    0.4082E+002,    0.1618E+004,    0.1954E+001,
 0.3886E+002,    0.3825E+000,    0.4913E+002,    0.3271E+002,    0.1538E+004,    0.1377E+001,
 0.4115E+002,    0.4050E+000,    0.5067E+002,    0.2322E+002,    0.1388E+004,    0.8567E+000,
 0.4343E+002,    0.4275E+000,    0.5341E+002,    0.1340E+002,    0.1116E+004,    0.4382E+000,
 0.4572E+002,    0.4500E+000,    0.5797E+002,    0.5833E+001,    0.7006E+003,    0.1755E+000,
 0.4800E+002,    0.4725E+000,    0.6412E+002,    0.2278E+001,    0.2919E+003,    0.6605E-001,
 0.5029E+002,    0.4950E+000,    0.7069E+002,    0.1214E+001,    0.8329E+002,    0.3482E-001,
 0.5258E+002,    0.5175E+000,    0.7686E+002,    0.8558E+000,    0.2763E+002,    0.2445E-001,
 0.5486E+002,    0.5400E+000,    0.8246E+002,    0.6611E+000,    0.1494E+002,    0.1885E-001,
 0.5715E+002,    0.5625E+000,    0.8752E+002,    0.5330E+000,    0.9797E+001,    0.1518E-001,
 0.5943E+002,    0.5850E+000,    0.9208E+002,    0.4433E+000,    0.6843E+001,    0.1261E-001,
 0.6172E+002,    0.6075E+000,    0.9618E+002,    0.3780E+000,    0.4972E+001,    0.1075E-001,
 0.6400E+002,    0.6300E+000,    0.9987E+002,    0.3291E+000,    0.3723E+001,    0.9354E-002,
 0.6629E+002,    0.6525E+000,    0.1032E+003,    0.2915E+000,    0.2856E+001,    0.8283E-002,
 0.6858E+002,    0.6750E+000,    0.1062E+003,    0.2621E+000,    0.2236E+001,    0.7444E-002,
 0.7086E+002,    0.6975E+000,    0.1088E+003,    0.2387E+000,    0.1776E+001,    0.6778E-002,
 0.7315E+002,    0.7200E+000,    0.1113E+003,    0.2217E+000,    0.1292E+001,    0.6294E-002,
 0.7543E+002,    0.7425E+000,    0.1134E+003,    0.1849E+000,    0.2790E+001,    0.5248E-002,
 0.7772E+002,    0.7650E+000,    0.1154E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.8001E+002,    0.7875E+000,    0.1171E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.8229E+002,    0.8100E+000,    0.1187E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.8458E+002,    0.8325E+000,    0.1201E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.8686E+002,    0.8550E+000,    0.1213E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.8915E+002,    0.8775E+000,    0.1225E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.9144E+002,    0.9000E+000,    0.1235E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.9372E+002,    0.9225E+000,    0.1244E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.9601E+002,    0.9450E+000,    0.1252E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.9829E+002,    0.9675E+000,    0.1260E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1006E+003,    0.9900E+000,    0.1266E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1029E+003,    0.1012E+001,    0.1272E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1052E+003,    0.1035E+001,    0.1278E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1074E+003,    0.1057E+001,    0.1283E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1097E+003,    0.1080E+001,    0.1287E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1120E+003,    0.1102E+001,    0.1291E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1143E+003,    0.1125E+001,    0.1294E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1166E+003,    0.1147E+001,    0.1297E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1189E+003,    0.1170E+001,    0.1300E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1212E+003,    0.1192E+001,    0.1303E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1234E+003,    0.1215E+001,    0.1305E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1257E+003,    0.1237E+001,    0.1307E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1280E+003,    0.1260E+001,    0.1309E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1303E+003,    0.1282E+001,    0.1310E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1326E+003,    0.1305E+001,    0.1312E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1349E+003,    0.1327E+001,    0.1313E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1372E+003,    0.1350E+001,    0.1314E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1394E+003,    0.1372E+001,    0.1315E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1417E+003,    0.1395E+001,    0.1316E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1440E+003,    0.1417E+001,    0.1317E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1463E+003,    0.1440E+001,    0.1318E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1486E+003,    0.1462E+001,    0.1319E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1509E+003,    0.1485E+001,    0.1319E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1532E+003,    0.1507E+001,    0.1320E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1554E+003,    0.1530E+001,    0.1320E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1577E+003,    0.1552E+001,    0.1321E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1600E+003,    0.1575E+001,    0.1321E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1623E+003,    0.1597E+001,    0.1321E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1646E+003,    0.1620E+001,    0.1322E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1669E+003,    0.1642E+001,    0.1322E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1692E+003,    0.1665E+001,    0.1322E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1714E+003,    0.1687E+001,    0.1323E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1737E+003,    0.1710E+001,    0.1323E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1760E+003,    0.1732E+001,    0.1323E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1783E+003,    0.1755E+001,    0.1323E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1806E+003,    0.1777E+001,    0.1323E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1829E+003,    0.1800E+001,    0.1323E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1852E+003,    0.1822E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1874E+003,    0.1845E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1897E+003,    0.1867E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1920E+003,    0.1890E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1943E+003,    0.1912E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1966E+003,    0.1935E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.1989E+003,    0.1957E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2012E+003,    0.1980E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2034E+003,    0.2002E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2057E+003,    0.2025E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2080E+003,    0.2047E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2103E+003,    0.2070E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2126E+003,    0.2092E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2149E+003,    0.2115E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2172E+003,    0.2137E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2194E+003,    0.2160E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2217E+003,    0.2182E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2240E+003,    0.2205E+001,    0.1324E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2263E+003,    0.2227E+001,    0.1325E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
 0.2286E+003,    0.2250E+001,    0.1325E+003,    0.1849E+000,    0.0000E+000,    0.5248E-002,
