 VAPOR RESISTANCE DRYING MODEL

 Generic Dryer for Python Class.                                                 

 SOLVENT  1 IS Water                    

 THE WSPEED IS  0.6096E+002 meters/min
 THE CWIDTH IS  0.4064E+002 cm
 THE WTOT   IS  0.1330E+002 gm/sqm

 DRYING SECTION   1

        TU =  0.2044E+003 deg C       HU  =  0.1732E+003 Cal/sqm/sec/deg C
        TL =  0.9333E+002 deg C       HL  =  0.5845E+002 Cal/sqm/sec/deg C

     TWALL =  0.1950E+003 deg C      VIEW =  0.0000E+000

 OVEN PARTIAL PRESSURE OF SOLVENT  1 IS  0.1202E-001 atm


 DISTANCE     TIME         TEMP         PERCENT      RATE         SOLVENT REMAINING
 cm           sec          deg C        REMAINING    gm/sqm/min   gm/sqm
                                                                  SOLVENT 1
 0.0000E+000    0.0000E+000    0.2000E+002    0.7870E+002    0.0000E+000    0.1047E+002
 0.2286E+001    0.2250E-001    0.3281E+002    0.7837E+002    0.5447E+003    0.1026E+002
 0.4572E+001    0.4500E-001    0.4168E+002    0.7758E+002    0.1230E+004    0.9802E+001
 0.6858E+001    0.6750E-001    0.4706E+002    0.7624E+002    0.1900E+004    0.9089E+001
 0.9144E+001    0.9000E-001    0.4997E+002    0.7431E+002    0.2387E+004    0.8194E+001
 0.1143E+002    0.1125E+000    0.5145E+002    0.7174E+002    0.2671E+004    0.7193E+001
 0.1372E+002    0.1350E+000    0.5220E+002    0.6842E+002    0.2812E+004    0.6138E+001
 0.1600E+002    0.1575E+000    0.5264E+002    0.6412E+002    0.2870E+004    0.5062E+001
 0.1829E+002    0.1800E+000    0.5300E+002    0.5843E+002    0.2880E+004    0.3982E+001
 0.2057E+002    0.2025E+000    0.5347E+002    0.5070E+002    0.2849E+004    0.2913E+001
 0.2286E+002    0.2250E+000    0.5435E+002    0.3989E+002    0.2756E+004    0.1880E+001
 0.2514E+002    0.2475E+000    0.5639E+002    0.2497E+002    0.2499E+004    0.9430E+000
 0.2743E+002    0.2700E+000    0.6176E+002    0.8806E+001    0.1785E+004    0.2735E+000
 0.2972E+002    0.2925E+000    0.7237E+002    0.1580E+001    0.6083E+003    0.4547E-001
 0.3200E+002    0.3150E+000    0.8435E+002    0.6370E+000    0.7282E+002    0.1816E-001
 0.3429E+002    0.3375E+000    0.9518E+002    0.4015E+000    0.1798E+002    0.1142E-001
 0.3657E+002    0.3600E+000    0.1048E+003    0.2796E+000    0.9277E+001    0.7942E-002
 0.3886E+002    0.3825E+000    0.1132E+003    0.7369E+000   -0.3490E+002    0.2103E-001
 0.4115E+002    0.4050E+000    0.1207E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.4343E+002    0.4275E+000    0.1273E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.4572E+002    0.4500E+000    0.1332E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.4800E+002    0.4725E+000    0.1383E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.5029E+002    0.4950E+000    0.1428E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.5258E+002    0.5175E+000    0.1468E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.5486E+002    0.5400E+000    0.1503E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.5715E+002    0.5625E+000    0.1534E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.5943E+002    0.5850E+000    0.1561E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.6172E+002    0.6075E+000    0.1585E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.6400E+002    0.6300E+000    0.1606E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.6629E+002    0.6525E+000    0.1625E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.6858E+002    0.6750E+000    0.1642E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.7086E+002    0.6975E+000    0.1656E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.7315E+002    0.7200E+000    0.1669E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.7543E+002    0.7425E+000    0.1680E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.7772E+002    0.7650E+000    0.1690E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.8001E+002    0.7875E+000    0.1699E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.8229E+002    0.8100E+000    0.1706E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.8458E+002    0.8325E+000    0.1713E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.8686E+002    0.8550E+000    0.1719E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.8915E+002    0.8775E+000    0.1725E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.9144E+002    0.9000E+000    0.1729E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.9372E+002    0.9225E+000    0.1733E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.9601E+002    0.9450E+000    0.1737E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.9829E+002    0.9675E+000    0.1740E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1006E+003    0.9900E+000    0.1743E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1029E+003    0.1012E+001    0.1745E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1052E+003    0.1035E+001    0.1748E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1074E+003    0.1057E+001    0.1749E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1097E+003    0.1080E+001    0.1751E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1120E+003    0.1102E+001    0.1753E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1143E+003    0.1125E+001    0.1754E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1166E+003    0.1147E+001    0.1755E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1189E+003    0.1170E+001    0.1756E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1212E+003    0.1192E+001    0.1757E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1234E+003    0.1215E+001    0.1758E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1257E+003    0.1237E+001    0.1759E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1280E+003    0.1260E+001    0.1759E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1303E+003    0.1282E+001    0.1760E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1326E+003    0.1305E+001    0.1760E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1349E+003    0.1327E+001    0.1761E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1372E+003    0.1350E+001    0.1761E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1394E+003    0.1372E+001    0.1761E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1417E+003    0.1395E+001    0.1762E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1440E+003    0.1417E+001    0.1762E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1463E+003    0.1440E+001    0.1762E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1486E+003    0.1462E+001    0.1762E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1509E+003    0.1485E+001    0.1762E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1532E+003    0.1507E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1554E+003    0.1530E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1577E+003    0.1552E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1600E+003    0.1575E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1623E+003    0.1597E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1646E+003    0.1620E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1669E+003    0.1642E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1692E+003    0.1665E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1714E+003    0.1687E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1737E+003    0.1710E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1760E+003    0.1732E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1783E+003    0.1755E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1806E+003    0.1777E+001    0.1763E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1829E+003    0.1800E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1852E+003    0.1822E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1874E+003    0.1845E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1897E+003    0.1867E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1920E+003    0.1890E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1943E+003    0.1912E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1966E+003    0.1935E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.1989E+003    0.1957E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2012E+003    0.1980E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2034E+003    0.2002E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2057E+003    0.2025E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2080E+003    0.2047E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2103E+003    0.2070E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2126E+003    0.2092E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2149E+003    0.2115E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2172E+003    0.2137E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2194E+003    0.2160E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2217E+003    0.2182E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2240E+003    0.2205E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2263E+003    0.2227E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001
 0.2286E+003    0.2250E+001    0.1764E+003    0.7369E+000    0.0000E+000    0.2103E-001

 THE OVERALL DRYING RATE IN DRYING SECTION  2 IS  0.2588E+003 gm/min

