CUMULATIVE LATENT POWER,Power_latent,Power_web_sensible,Power_ink_sensible,Power_total
W,W,W,W,W
SOLVENT 1
0, 0, -300.299244889755, -90.4950731546784, -390.794318044433
70.3794099594212, 70.3794099594212, -225.825032157096, -67.5973130972406, -223.042935294915
150.813021341617, 150.813021341617, -162.762190730247, -48.3456315173166, -60.2948009059471
231.246632723812, 231.246632723812, -109.90952362965, -32.3936060145205, 88.9435030796413
331.788646951556, 331.788646951556, -65.4652353859665, -19.1061288548118, 247.217282710777
432.330661179301, 432.330661179301, -28.2281290196369, -8.15717576317661, 395.945356396488
536.894355976154, 536.894355976154, 2.40239395911799, 0.687036521004673, 539.983786456277
648.495991768951, 648.495991768951, 27.6275305298575, 7.81265488295262, 683.936177181761
765.124728273134, 765.124728273134, 48.6484776721402, 13.5946418120268, 827.367847757301
884.769725204149, 884.769725204149, 66.0658338757461, 18.2355783516467, 969.071137431542
1007.430982562, 1007.430982562, 80.4801976304542, 21.9316495228688, 1109.84282971532
1132.1030802044, 1132.1030802044, 91.891568936265, 24.7134006541107, 1248.70804979478
1259.79143827363, 1259.79143827363, 101.501144772737, 26.9267874089909, 1388.21937045536
1387.47979634287, 1387.47979634287, 109.90952362965, 28.7556522140616, 1526.14497218658
1518.18441483894, 1518.18441483894, 116.516107017225, 30.0481673276768, 1664.74868918384
1648.889033335, 1648.889033335, 121.320894935461, 30.8333222890303, 1801.0432505595
1780.59907197335, 1780.59907197335, 126.125682853697, 31.5788910579246, 1938.30364588497
1913.31453075397, 1913.31453075397, 129.729273792374, 31.9882710622128, 2075.03207560856
2047.03540967687, 2047.03540967687, 132.732266241272, 32.2206368259846, 2211.98831274413
2180.75628859977, 2180.75628859977, 135.13466020039, 32.2865158563174, 2348.17746465648
2314.47716752267, 2314.47716752267, 136.936455669728, 32.1928054854346, 2483.60642867783
2449.20346658785, 2449.20346658785, 138.738251139067, 32.0813072577655, 2620.02302498468
2582.92434551075, 2582.92434551075, 140.540046608405, 31.9599556983489, 2755.4243478175
2717.65064457592, 2717.65064457592, 141.741243587964, 31.6864479528946, 2891.07833611678
2852.3769436411, 2852.3769436411, 142.942440567523, 31.4036746182883, 3026.72305882691
2987.10324270628, 2987.10324270628, 144.143637547082, 31.1116356945299, 3162.35851594789
3122.83496191373, 3122.83496191373, 144.744236036862, 30.6788497057046, 3298.2580476563
3257.56126097891, 3257.56126097891, 145.344834526641, 30.2455796935654, 3433.15167519912
3392.28756004409, 3392.28756004409, 146.5460315062, 29.930342223833, 3568.76393377412
3527.01385910926, 3527.01385910926, 147.14662999598, 29.4854902252537, 3703.6459793305
3661.74015817444, 3661.74015817444, 147.747228485759, 29.0360054320985, 3838.5233920923
3797.4718773819, 3797.4718773819, 148.347826975539, 28.5776180672766, 3974.39732242471
3932.19817644707, 3932.19817644707, 148.948425465318, 28.1188503984223, 4109.26545231081
4066.92447551225, 4066.92447551225, 149.549023955098, 27.655449934992, 4244.12894940234
4201.65077457743, 4201.65077457743, 150.149622444877, 27.1874166769858, 4378.98781369929
4335.37165350033, 4335.37165350033, 150.750220934657, 26.7190895476818, 4512.84096398267
4470.0979525655, 4470.0979525655, 151.951417914216, 26.3459421457492, 4648.39531262547
4604.82425163068, 4604.82425163068, 152.552016403995, 25.8617113932738, 4783.23797942795
4738.54513055358, 4738.54513055358, 153.152614893775, 25.3772559156883, 4917.07500136304
4873.27142961876, 4873.27142961876, 153.753213383554, 24.8837768606078, 5051.90841986292
5006.99230854166, 5006.99230854166, 154.954410363113, 24.4850107961317, 5186.4317297009
5140.71318746456, 5140.71318746456, 155.555008852893, 23.9844442568118, 5320.25264057426
5274.43406638746, 5274.43406638746, 156.756205832452, 23.5695844171481, 5454.75985663706
5408.15494531036, 5408.15494531036, 157.356804322231, 23.0575223241227, 5588.56927195671
5541.87582423326, 5541.87582423326, 158.55800130179, 22.6265687092715, 5723.06039424432
5674.59128301388, 5674.59128301388, 159.759198281349, 22.1910168729381, 5856.54149816817
5807.3067417945, 5807.3067417945, 160.960395260908, 21.7463377398281, 5990.01347479524
5940.02220057512, 5940.02220057512, 162.161592240467, 21.2925313099415, 6123.47632412553
6072.73765935575, 6072.73765935575, 163.362789220026, 20.8295975832782, 6256.93004615905
6205.45311813637, 6205.45311813637, 164.563986199585, 20.3575365598383, 6390.37464089579
6337.16315677471, 6337.16315677471, 166.365781668924, 19.9531523676114, 6523.48209081125
6468.87319541306, 6468.87319541306, 168.167577138263, 19.5351809495012, 6656.57595350082
6600.5832340514, 6600.5832340514, 169.969372607601, 19.1036223055076, 6789.65622896451
6731.28785254747, 6731.28785254747, 171.77116807694, 18.6634203880513, 6921.72244101246
6861.99247104354, 6861.99247104354, 173.572963546278, 18.2097349639931, 7053.77516955381
