CUMULATIVE LATENT POWER,Power_latent,Power_web_sensible,Power_ink_sensible,Power_total
W,W,W,W,W
SOLVENT 1
0, 0, -300.299244889755, -90.4950731546784, -390.794318044433
170.921424187165, 170.921424187165, -194.593910688561, -57.6886643995783, -81.3611509009743
382.059654065428, 382.059654065428, -121.92149342524, -35.407515470971, 224.730645169217
608.279186077852, 608.279186077852, -73.2730157531001, -20.8048778211748, 514.201292503577
852.596280651271, 852.596280651271, -40.8406973050066, -11.3105185071277, 800.445064839137
1106.96757664746, 1106.96757664746, -19.2191516729443, -5.18264506062232, 1082.5657799139
1370.38765392415, 1370.38765392415, -4.80478791823597, -1.25942866279983, 1364.32343734312
1636.82399162767, 1636.82399162767, 4.20418942845658, 1.06993353540319, 1642.09811459153
1907.28200990031, 1907.28200990031, 10.2101743262518, 2.51935863546058, 1920.01154286202
2179.75086845749, 2179.75086845749, 15.0149622444877, 3.58782281437507, 2198.35365351636
2453.22514715696, 2453.22514715696, 18.0179546933853, 4.1643291543385, 2475.40743100468
2726.69942585642, 2726.69942585642, 19.8197501627237, 4.42559802456957, 2750.94477404371
3001.17912469816, 3001.17912469816, 21.6215456320623, 4.65803293452905, 3027.45870326475
3274.65340339763, 3274.65340339763, 22.8227426116213, 4.73813879298154, 3302.21428480223
3549.13310223937, 3549.13310223937, 24.6245380809599, 4.9187140621647, 3578.67635438249
3823.61280108111, 3823.61280108111, 25.8257350605189, 4.95572455913206, 3854.39426070076
4097.08707978057, 4097.08707978057, 27.0269320400779, 4.97463604146849, 4129.08864786212
4370.56135848004, 4370.56135848004, 28.2281290196369, 4.97473976075004, 4403.76422726042
4643.03021703722, 4643.03021703722, 29.4293259991959, 4.95688275777605, 4677.41642579419
4915.49907559441, 4915.49907559441, 31.2311214685345, 5.01676335632579, 4951.74696041927
5187.9679341516, 5187.9679341516, 33.0329169378731, 5.04853602957476, 5226.04938711904
5458.42595242423, 5458.42595242423, 34.8347124072114, 5.05420601696628, 5498.31487084841
5728.88397069686, 5728.88397069686, 37.2371063663296, 5.11446691954839, 5771.23554398274
5999.34198896949, 5999.34198896949, 40.2400988152272, 5.21536849395219, 6044.79745627867
6267.78916695757, 6267.78916695757, 43.2430912641246, 5.27225851988379, 6316.30451674158
6534.22550466109, 6534.22550466109, 46.2460837130222, 5.28565559375101, 6585.75724396786
6800.66184236461, 6800.66184236461, 50.4502731414788, 5.38137120407717, 6856.49348671017
7065.08733978358, 7065.08733978358, 55.255061059715, 5.47561745791468, 7125.81801830121
7326.49657677571, 7326.49657677571, 60.6604474677305, 5.55733096523123, 7392.71435520868
7586.90039362557, 7586.90039362557, 67.2670308553051, 5.6611366795185, 7659.8285611604
7843.28252990632, 7843.28252990632, 74.4742127326591, 5.72108642425591, 7923.47782906323
8096.64840576023, 8096.64840576023, 84.0837885691312, 5.84942174863038, 8186.581616078
8344.98718090276, 8344.98718090276, 95.495159874942, 5.96437728568456, 8446.44671806339
8588.2988553339, 8588.2988553339, 109.308925139871, 6.06578016994919, 8703.67356064372
8824.5725887691, 8824.5725887691, 126.125682853697, 6.14588602840169, 8956.8441576512
9051.7975409238, 9051.7975409238, 147.14662999598, 6.21304426320701, 9205.15721518299
9267.96287151345, 9267.96287151345, 172.972365056499, 6.23311394418745, 9447.16835051414
9471.05774025349, 9471.05774025349, 206.005281994372, 6.22574987519721, 9683.28877212306
9657.3620926175, 9657.3620926175, 246.245380809599, 6.12854762183547, 9909.73602104894
9823.55804213597, 9823.55804213597, 296.095055461298, 5.9604739833888, 10125.6135715807
9966.52878636782, 9966.52878636782, 356.154904439249, 5.71181392048511, 10328.3955047276
10084.2634850285, 10084.2634850285, 426.424927743452, 5.40154460433916, 10516.0899573763
10176.6615961038, 10176.6615961038, 505.103329904567, 5.06212671276753, 10686.8270527211
10245.8345018925, 10245.8345018925, 590.388315453258, 4.74775357038148, 10840.9705709161
10295.502256921, 10295.502256921, 676.874497981507, 4.4808458285433, 10976.857600731
10330.390335858, 10330.390335858, 761.558885040418, 4.28084739523473, 11096.2300682937
10355.0231293438, 10355.0231293438, 840.837885691313, 4.13355910081121, 11199.9945741359
10372.6179818337, 10372.6179818337, 913.510302954634, 4.030692046022, 11290.1589768343
10385.5879016691, 10385.5879016691, 978.374939850821, 3.95363380579246, 11367.9164753257
10395.4410190634, 10395.4410190634, 1035.43179637987, 3.89214210106929, 11434.7649575443
10403.0822121447, 10403.0822121447, 1085.88206952135, 3.84425145146705, 11492.8085331175
10409.2152750126, 10409.2152750126, 1129.12516078548, 3.7990989908978, 11542.139534789
10414.0412916955, 10414.0412916955, 1166.96286564159, 3.76518797179416, 11584.7693453089
10417.9624302504, 10417.9624302504, 1199.39518408968, 3.73519754153322, 11621.0928118816
